area,construction_status,per_sqr_ft,price,property_location,title,years
957 ,Under Construction,"17,032 ",1.63 Cr,"Thane West, Mumbai",3 BHK Apartment in Kalpataru Parkcity,Possession by May 2026
1324 ,Under Construction,"16,842 ",2.23 Cr,"Thane West, Mumbai",3 BHK Apartment in Kalpataru Parkcity,Possession by May 2026
779 ,Under Construction,"17,329 ",1.35 Cr,"Thane West, Mumbai",2 BHK Apartment in Kalpataru Parkcity,Possession by May 2026
944 ,Under Construction,"17,161 ",1.62 Cr,"Thane West, Mumbai",3 BHK Apartment in Kalpataru Parkcity,Possession by May 2026
1210 ,Under Construction,"21,157 ",2.56 Cr,"Thane West, Mumbai",4 BHK Apartment in Kalpataru Parkcity,Possession by May 2026
1160 ,Ready to move,"9,482 ",1.1 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai Symphony,2 Bathrooms
1280 ,Ready to move,"11,328 ",1.45 Cr,"Kharghar, Mumbai",2 BHK Apartment in Paradise Sai World Empire,2 Bathrooms
1680 ,Ready to move,"11,309 ",1.9 Cr,"Kharghar, Mumbai",3 BHK Apartment in Paradise Sai World Empire,3 Bathrooms
1142 ,Ready to move,"7,088 ",80.95 L,"Dombivali East, Mumbai",3 BHK Apartment,2 Bathrooms
 , , ,  ,,,
1400 ,Ready to move,"6,214 ",87 L,"Dombivali East, Mumbai",3 BHK Apartment,3 Bathrooms
1150 ,Ready to move,"7,039 ",80.95 L,"Dombivali East, Mumbai",3 BHK Apartment,2 Bathrooms
810 ,Ready to move,"7,358 ",59.6 L,"Dombivali East, Mumbai",2 BHK Apartment,1 Bathrooms
750 ,Ready to move,"5,733 ",43 L,"Dombivali East, Mumbai",1 BHK Apartment,1 Bathrooms
650 ,Ready to move,"7,538 ",49 L,"Dombivali, Mumbai",2 BHK Apartment in Runwal My City Phase II Cluster 4,1 Bathrooms
650 ,Under Construction,"7,707 ",50.1 L,"Dombivali East, Mumbai",2 BHK Apartment,1 Bathrooms
669 ,Under Construction,"7,964 ",53.28 L,"Dombivali East, Mumbai",2 BHK Apartment,1 Bathrooms
500 ,Under Construction,"6,557 ",32.78 L,"Dombivali East, Mumbai",1 BHK Apartment,1 Bathrooms
494 ,Under Construction,"6,755 ",33.37 L,"Dombivali East, Mumbai",1 BHK Apartment,1 Bathrooms
602 ,Under Construction,"6,960 ",41.9 L,"Dombivali East, Mumbai",1 BHK Apartment,1 Bathrooms
670 ,Under Construction,"7,746 ",51.9 L,"Dombivali East, Mumbai",2 BHK Apartment,1 Bathrooms
500 ,Under Construction,"6,600 ",33 L,"Dombivali East, Mumbai",1 BHK Apartment,1 Bathrooms
650 ,Under Construction,"6,724 ",43.7 L,"Dombivali East, Mumbai",1 BHK Apartment,1 Bathrooms
652 ,Under Construction,"7,760 ",50.6 L,"Dombivali East, Mumbai",2 BHK Apartment,1 Bathrooms
650 ,Under Construction,"6,600 ",42.9 L,"Dombivali East, Mumbai",1 BHK Apartment,1 Bathrooms
670 ,Under Construction,"7,820 ",52.39 L,"Dombivali East, Mumbai",2 BHK Apartment,1 Bathrooms
656 ,Under Construction,"6,546 ",42.94 L,"Dombivali East, Mumbai",1 BHK Apartment,1 Bathrooms
655 ,Under Construction,"7,900 ",51.75 L,"Dombivali East, Mumbai",2 BHK Apartment,1 Bathrooms
530 ,Under Construction,"6,792 ",36 L,"Dombivali East, Mumbai",1 BHK Apartment,1 Bathrooms
1300 ,Ready to move,"20,769 ",2.7 Cr,"Kandivali East, Mumbai",3 BHK Apartment,3 Bathrooms
 , , ,  ,,,
900 ,Ready to move,"24,444 ",2.2 Cr,"Kandivali East, Mumbai",2 BHK Apartment,2 Bathrooms
365 ,Under Construction,"5,342 ",19.5 L,"Dronagiri, Mumbai",1 RK Studio Apartment,1 Bathrooms
440 ,Under Construction,"5,113 ",22.5 L,"Dronagiri, Mumbai",1 RK Studio Apartment,1 Bathrooms
600 ,Resale,"1,600 ",9.6 L,"Sidhi Vinayak Nagar, Mumbai",Residential Plot,1 - 2 years old
660 ,Ready to move,"4,393 ",29 L,"Virar West, Mumbai",1 BHK Apartment,2 Bathrooms
910 ,Under Construction,"6,395 ",58.2 L,"Dombivali East, Mumbai",2 BHK Apartment,1 Bathrooms
1400 ,Under Construction,"6,071 ",85 L,"Dombivali East, Mumbai",3 BHK Apartment,1 Bathrooms
555 ,Ready to move,"3,513 ",19.5 L,"Bhiwandi, Mumbai",1 BHK Apartment,1 Bathrooms
550 ,Ready to move,"3,998 ",21.99 L,"Bhiwandi, Mumbai",1 BHK Apartment,1 Bathrooms
550 ,Ready to move,"3,996 ",21.98 L,"Bhiwandi, Mumbai",1 BHK Apartment,1 Bathrooms
550 ,Ready to move,"4,180 ",22.99 L,"Bhiwandi, Mumbai",1 BHK Apartment,1 Bathrooms
550 ,Ready to move,"3,998 ",21.99 L,"Bhiwandi, Mumbai",1 BHK Apartment,1 Bathrooms
1600 ,Ready to move,"15,000 ",2.4 Cr,"Sanpada, Mumbai",3 BHK Apartment,Resale 
1560 ,Ready to move,"13,141 ",2.05 Cr,"Belapur, Mumbai",3 BHK Apartment,3 Bathrooms
382 ,Under Construction,"20,734 ",78.99 L,"Kandivali East, Mumbai",1 BHK Apartment in UK Iridium,Possession by Nov 2022
522 ,Under Construction,"21,689 ",1.13 Cr,"Kandivali East, Mumbai",2 BHK Apartment in UK Iridium,Possession by Nov 2022
545 ,Under Construction,"23,161 ",1.25 Cr,"Kandivali East, Mumbai",2 BHK Apartment in UK Iridium,Possession by Nov 2022
395 ,Under Construction,"21,518 ",84.99 L,"Kandivali East, Mumbai",1 BHK Apartment in UK Iridium,Possession by Nov 2022
1150 ,Ready to move,"7,130 ",82 L,"Kharghar, Mumbai",2 BHK Apartment in Reputed Dnyaneshwari,2 Bathrooms
655 ,Ready to move,"4,961 ",32.5 L,"Virar, Mumbai",1 BHK Apartment in Sri Sri Garden Avenue,2 Bathrooms
 , , ,  ,,,
650 ,Ready to move,"4,461 ",29 L,"Virar West, Mumbai",1 BHK Apartment,2 Bathrooms
650 ,Ready to move,"4,615 ",30 L,"Virar, Mumbai",1 BHK Apartment in Ekta Brooklyn Park Phase I,2 Bathrooms
1262 ,Ready to move,"15,847 ",2 Cr,"Kurla, Mumbai",2 BHK Apartment in Kohinoor City Phase II,2 Bathrooms
1574 ,Ready to move,"17,471 ",2.75 Cr,"Kurla, Mumbai",3 BHK Apartment in Kohinoor City Phase II,3 Bathrooms
1400 ,Ready to move,"3,500 ",49 L,"Bhiwandi, Mumbai",3 BHK Apartment,1 Bathrooms
525 ,Ready to move,"4,000 ",21 L,"Nala Sopara, Mumbai",1 BHK Apartment in Manibhadra Avenue,0 - 1 year old
1800 ,Ready to move,"13,055 ",2.35 Cr,"Belapur, Mumbai",3 BHK Apartment,3 Bathrooms
1220 ,Ready to move,"12,704 ",1.55 Cr,"Belapur, Mumbai",2 BHK Apartment,2 Bathrooms
1050 ,Ready to move,"11,619 ",1.22 Cr,"Belapur, Mumbai",2 BHK Apartment,2 Bathrooms
1280 ,Ready to move,"11,718 ",1.5 Cr,"Belapur, Mumbai",2 BHK Apartment,2 Bathrooms
1900 ,Ready to move,"14,210 ",2.7 Cr,"Belapur, Mumbai",3 BHK Apartment,3 Bathrooms
5200 ,Ready to move,"17,307 ",9 Cr,"Vashi, Mumbai",6 BHK Apartment,4 Bathrooms
1350 ,Ready to move,"11,111 ",1.5 Cr,"Belapur, Mumbai",2 BHK Apartment,2 Bathrooms
2110 ,Ready to move,"21,327 ",4.5 Cr,"Seawoods, Mumbai",3 BHK Apartment,3 Bathrooms
1505 ,Ready to move,"8,637 ",1.3 Cr,"Ulwe, Mumbai",3 BHK Apartment,2 Bathrooms
2700 ,Ready to move,"19,444 ",5.25 Cr,"Vashi, Mumbai",4 BHK Apartment,4 Bathrooms
2000 ,Ready to move,"23,000 ",4.6 Cr,"Vashi, Mumbai",3 BHK Apartment,3 Bathrooms
1320 ,Ready to move,"17,803 ",2.35 Cr,"Vashi, Mumbai",2 BHK Apartment,2 Bathrooms
1800 ,Ready to move,"13,055 ",2.35 Cr,"Belapur, Mumbai",3 BHK Apartment,3 Bathrooms
1505 ,Ready to move,"8,637 ",1.3 Cr,"Ulwe, Mumbai",3 BHK Apartment,2 Bathrooms
 , , ,  ,,,
3800 ,Ready to move,"26,315 ",10 Cr,"Vashi, Mumbai",4 BHK Apartment,4 Bathrooms
2905 ,Under Construction,"13,769 ",4 Cr,"Ulwe, Mumbai",5 BHK Apartment,3 Bathrooms
1760 ,Ready to move,"11,363 ",2 Cr,"Ulwe, Mumbai",3 BHK Apartment,3 Bathrooms
1280 ,Ready to move,"11,718 ",1.5 Cr,"Belapur, Mumbai",2 BHK Apartment,2 Bathrooms
3400 ,Ready to move,"11,029 ",3.75 Cr,"Ulwe, Mumbai",4 BHK Apartment,4 Bathrooms
1300 ,Ready to move,"11,153 ",1.45 Cr,"Belapur, Mumbai",2 BHK Apartment,2 Bathrooms
3480 ,Ready to move,"17,959 ",6.25 Cr,"Belapur, Mumbai",4 BHK Apartment,4 Bathrooms
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
 , , ,  ,,,
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
 , , ,  ,,,
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
745 ,Under Construction,"11,703 ",87.19 L,"Panvel, Mumbai",2 BHK Apartment in Marathon Nexzone,Possession by Nov 2020
745 ,Under Construction,"11,703 ",87.19 L,"Panvel, Mumbai",2 BHK Apartment in Marathon Nexzone,Possession by Nov 2020
610 ,Under Construction,"6,393 ",39 L,"Dombivali East, Mumbai",1 BHK Apartment,1 Bathrooms
1490 ,Ready to move,"10,402 ",1.55 Cr,"Kharghar, Mumbai",3 BHK Apartment in Kesar Group Gardens,17 - 18 years old
1080 ,Ready to move,"11,111 ",1.2 Cr,"Kharghar, Mumbai",2 BHK Apartment in Kesar Group Gardens,17 - 18 years old
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
 , , ,  ,,,
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
 , , ,  ,,,
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
450 ,Under Construction,"19,333 ",87 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Codename HOTCAKE,Possession by Nov 2024
462 ,Under Construction,"19,480 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Codename HOTCAKE,Possession by Nov 2024
453 ,Under Construction,"19,426 ",88 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Codename HOTCAKE,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
 , , ,  ,,,
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
375 ,Under Construction,"15,733 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
372 ,Under Construction,"15,860 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
786 ,Under Construction,"15,903 ",1.25 Cr,"Mira Road East, Mumbai",3 BHK Apartment in JP Estella,Possession by Nov 2020
539 ,Under Construction,"17,068 ",92 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
537 ,Under Construction,"16,759 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
617 ,Under Construction,"17,017 ",1.05 Cr,"Mira Road East, Mumbai",2 BHK Apartment in JP Estella,Possession by Nov 2020
381 ,Under Construction,"16,535 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Estella,Possession by Nov 2020
 , , ,  ,,,
450 ,Under Construction,"19,333 ",87 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Codename HOTCAKE,Possession by Nov 2024
462 ,Under Construction,"19,480 ",90 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Codename HOTCAKE,Possession by Nov 2024
453 ,Under Construction,"19,426 ",88 L,"Mira Road East, Mumbai",2 BHK Apartment in JP Codename HOTCAKE,Possession by Nov 2024
325 ,Under Construction,"19,384 ",63 L,"Mira Road East, Mumbai",1 BHK Apartment in JP Codename HOTCAKE,Possession by Nov 2024
417 ,Under Construction,"14,148 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
390 ,Under Construction,"15,128 ",59 L,"Mira Road East, Mumbai",1 BHK Apartment in JP North Phase 6 Alexa,Possession by Nov 2024
